   1.401232   0
   1.4011945   3.7444632e-05
   1.4011497   4.9743638e-05
   1.4011328   3.9038084e-05
   1.4011086   3.8743903e-05
   1.4010844   3.9818456e-05
   1.4010742   3.515583e-05
   1.4010756   3.0476241e-05
   1.401088   2.9599572e-05
   1.4010835   2.6848671e-05
   1.4010952   2.6948031e-05
   1.4010937   2.4647349e-05
   1.4010912   2.2807515e-05
   1.4010966   2.1807681e-05
   1.4011037   2.1504231e-05
   1.4011019   2.0200911e-05
   1.4011065   1.9543258e-05
   1.401102   1.897072e-05
   1.4010993   1.8156996e-05
   1.4010988   1.7231073e-05
   1.4011062   1.7963718e-05
   1.4011026   1.7488546e-05
   1.4011023   1.6713915e-05
   1.4011045   1.6152462e-05
   1.4011063   1.5596213e-05
   1.4011057   1.4996058e-05
   1.4011066   1.4456713e-05
   1.4011069   1.3934227e-05
   1.4011051   1.3569237e-05
   1.4011026   1.3330516e-05
   1.4010962   1.4425824e-05
   1.4010963   1.3968055e-05
   1.4010946   1.3643544e-05
   1.401095   1.3242577e-05
   1.4010935   1.293896e-05
   1.4010941   1.2588695e-05
   1.4010902   1.2859918e-05
   1.4010917   1.2603721e-05
   1.401091   1.2294529e-05
   1.4010901   1.2018026e-05
   1.4010877   1.1970138e-05
   1.4010859   1.1815923e-05
   1.4010861   1.153905e-05
   1.4010836   1.1536745e-05
   1.4010845   1.1314581e-05
   1.4010841   1.1073579e-05
   1.4010797   1.1719691e-05
   1.4010786   1.1522029e-05
   1.4010818   1.1724796e-05
   1.401084   1.1698856e-05
   1.4010853   1.1538381e-05
   1.4010853   1.1314315e-05
   1.4010856   1.1104393e-05
   1.4010883   1.1215805e-05
   1.4010905   1.1236212e-05
   1.401091   1.104353e-05
   1.4010905   1.0859664e-05
   1.4010912   1.0695426e-05
   1.4010911   1.0513542e-05
   1.4010906   1.0345436e-05
   1.4010916   1.0221007e-05
   1.4010901   1.0169444e-05
   1.4010906   1.0020655e-05
   1.4010891   9.9779625e-06
   1.4010877   9.9280061e-06
   1.4010863   9.8702294e-06
   1.4010839   1.001083e-05
   1.4010853   9.9603255e-06
   1.4010851   9.8174609e-06
   1.401086   9.71685e-06
   1.4010851   9.6210914e-06
   1.4010853   9.4886521e-06
   1.4010855   9.3603543e-06
   1.4010855   9.2330343e-06
   1.4010856   9.1091698e-06
   1.4010863   9.0149835e-06
   1.4010865   8.8999485e-06
   1.4010866   8.7857549e-06
   1.4010865   8.6741847e-06
   1.4010866   8.5656773e-06
   1.4010875   8.5110634e-06
   1.4010873   8.4100519e-06
   1.401087   8.3133072e-06
   1.4010862   8.2493541e-06
   1.4010858   8.1616735e-06
   1.4010851   8.0990383e-06
   1.4010836   8.1408462e-06
   1.4010827   8.1013439e-06
   1.401083   8.0151953e-06
   1.4010831   7.9258399e-06
   1.4010827   7.8483951e-06
   1.4010824   7.7681038e-06
   1.4010832   7.7286641e-06
   1.401084   7.6916923e-06
   1.4010842   7.6117817e-06
   1.4010836   7.5579157e-06
   1.4010837   7.4801733e-06
   1.4010838   7.4042451e-06
   1.4010833   7.3460106e-06
   1.4010827   7.290667e-06
