      1.1904           0
     1.17973   0.0106754
     1.17819  0.00635231
     1.18905   0.0117562
     1.20355   0.0171172
     1.20616   0.0142174
     1.20623   0.0120161
     1.20444   0.0105592
     1.20736  0.00975756
     1.20959  0.00900898
     1.20818   0.0082693
     1.21023  0.00781997
     1.20997  0.00719783
     1.20814  0.00691131
     1.20638  0.00667076
     1.20587  0.00626088
     1.20493  0.00595466
     1.20554  0.00564673
     1.20583  0.00534915
     1.20649  0.00511783
     1.20548  0.00497232
     1.20502  0.00476343
     1.20533   0.0045621
     1.20475  0.00440535
      1.2033  0.00446973
     1.20215  0.00444359
     1.20118  0.00438513
     1.20135  0.00422919
     1.20135  0.00408076
     1.20192  0.00398412
      1.2018  0.00385533
     1.20213  0.00374693
     1.20234  0.00363779
     1.20228   0.0035296
     1.20261  0.00344288
     1.20372  0.00352428
     1.20461  0.00354143
     1.20516  0.00349135
     1.20512  0.00340099
     1.20488  0.00332329
     1.20502  0.00324439
     1.20603  0.00332369
      1.2075  0.00356036
     1.20788  0.00349971
     1.20794  0.00342148
     1.20759  0.00336435
       1.208   0.0033181
     1.20829   0.0032604
     1.20824  0.00319343
     1.20739  0.00324395
     1.20634  0.00334721
     1.20612  0.00328965
     1.20581  0.00324219
     1.20539  0.00320892
     1.20487  0.00319282
     1.20471  0.00313938
     1.20419    0.003127
      1.2038  0.00309706
     1.20361  0.00304992
     1.20362  0.00299866
     1.20346  0.00295312
     1.20357  0.00290718
     1.20361   0.0028609
     1.20361  0.00281585
     1.20322  0.00279929
     1.20346  0.00276729
     1.20398  0.00277384
     1.20386  0.00273521
      1.2041  0.00270564
     1.20443  0.00268713
     1.20474  0.00266757
     1.20473  0.00263031
     1.20473  0.00259403
     1.20503  0.00257533
     1.20483  0.00254787
     1.20462  0.00252289
     1.20481   0.0024966
     1.20468  0.00246793
     1.20463  0.00243682
     1.20507  0.00244584
     1.20542  0.00243987
     1.20542  0.00240994
      1.2057  0.00239703
     1.20615  0.00241162
     1.20628   0.0023866
     1.20647  0.00236635
     1.20639  0.00234047
     1.20682  0.00235375
     1.20667  0.00233174
     1.20643  0.00231887
     1.20665  0.00230409
     1.20661  0.00227934
     1.20671  0.00225693
     1.20635  0.00226104
     1.20621  0.00224128
     1.20618  0.00221813
     1.20617  0.00219517
      1.2062  0.00217285
     1.20626  0.00215167
      1.2061  0.00213583
