0	40.1013
1	22.9508
2	25.0529
3	13.3449
4	10.2206
5	8.16367
6	7.42225
7	7.131
8	7.16612
9	6.98975
10	7.14451
11	6.77146
12	6.83401
13	6.54556
14	6.43226
15	6.82217
16	6.87996
17	6.69842
18	6.42385
19	6.48754
20	6.44019
21	6.25777
22	6.46766
23	6.39195
24	6.2403
25	6.24788
26	6.38201
27	6.28618
28	6.30829
29	6.2403
30	6.46673
31	6.25319
32	6.28318
33	6.26535
34	6.39676
35	6.27933
36	6.26186
37	6.26019
38	6.2869
39	6.26776
40	6.30364
41	6.32576
42	6.28932
43	6.43307
44	6.31972
45	6.37109
46	6.28559
47	6.28523
48	6.28066
49	6.31762
50	6.26186
51	6.26571
52	6.26186
53	6.26776
54	6.2403
55	6.27765
56	6.25319
57	6.2403
58	6.26077
59	6.2403
60	6.29484
61	6.3252
62	6.26019
63	6.2403
64	6.2403
65	6.26019
66	6.25777
67	6.27308
68	6.2403
69	6.2403
70	6.26019
71	6.2403
72	6.2403
73	6.27308
74	6.25777
75	6.2403
76	6.29979
77	6.24788
78	6.27329
79	6.25319
80	6.25319
81	6.28233
82	6.2403
83	6.24788
84	6.24788
85	6.2403
86	6.26019
87	6.24788
88	6.26571
89	6.2786
90	6.25319
91	6.24788
92	6.2403
93	6.26019
94	6.25319
95	6.2403
96	6.2403
97	6.2403
98	6.2403
99	6.2403
100	6.2403
101	6.25319
102	6.26019
103	6.26571
104	6.2403
105	6.2403
106	6.2403
107	6.26571
108	6.24788
109	6.2403
110	6.2403
111	6.2403
112	6.2403
113	6.28523
114	6.3121
115	6.2403
116	6.2403
117	6.24788
118	6.25319
119	6.2403
120	6.2403
121	6.26019
122	6.25319
123	6.24788
124	6.2403
125	6.2403
126	6.2403
127	6.2403
128	6.2403
129	6.2403
130	6.2403
131	6.2403
132	6.28559
133	6.2403
134	6.27066
135	6.2403
136	6.2403
137	6.24788
138	6.25777
139	6.24788
140	6.24788
141	6.26571
142	6.2403
143	6.25777
144	6.2403
145	6.2403
146	6.25319
147	6.26571
148	6.2403
149	6.2403
