0	31.9676
1	29.9525
2	28.5673
3	27.5138
4	26.5345
5	25.4964
6	24.5035
7	23.6335
8	22.7961
9	21.8369
10	20.8451
11	20.0045
12	19.2714
13	18.6188
14	17.8972
15	17.2082
16	16.6529
17	16.0277
18	15.4205
19	14.8849
20	14.4257
21	13.8949
22	13.5042
23	13.0831
24	12.8006
25	12.5626
26	12.3116
27	12.0504
28	11.8832
29	11.7055
30	11.4526
31	11.1522
32	10.7839
33	10.571
34	10.4705
35	10.3961
36	10.2645
37	10.0826
38	10.0317
39	10.0258
40	10.0236
41	10.0186
42	10.0086
43	9.98272
44	9.92008
45	9.86324
46	9.85517
47	9.84775
48	9.84385
49	9.84289
50	9.84246
51	9.84097
52	9.83462
53	9.81681
54	9.76429
55	9.67124
56	9.55382
57	9.4973
58	9.47297
59	9.46935
60	9.46452
61	9.4504
62	9.43073
63	9.40714
64	9.39796
65	9.39031
66	9.38241
67	9.37776
68	9.37425
69	9.37425
70	9.37425
71	9.37425
72	9.37425
73	9.37425
74	9.37465
75	9.37425
76	9.37425
77	9.37425
78	9.37425
79	9.37425
80	9.37425
81	9.37425
82	9.37425
83	9.37425
84	9.37558
85	9.37449
86	9.37425
87	9.37425
88	9.37605
89	9.37425
90	9.37461
91	9.37425
92	9.37425
93	9.37425
94	9.37662
95	9.37558
96	9.37425
97	9.37559
98	9.37425
99	9.37425
100	9.37425
101	9.37425
102	9.37425
103	9.37425
104	9.37652
105	9.37425
106	9.37425
107	9.37425
108	9.37425
109	9.37425
110	9.37425
111	9.37425
112	9.37627
113	9.37425
114	9.37535
115	9.37425
116	9.37425
117	9.37425
118	9.37493
119	9.37425
120	9.37425
121	9.37425
122	9.37505
123	9.37425
124	9.37425
125	9.37425
126	9.37425
127	9.37554
128	9.37605
129	9.37425
130	9.37585
131	9.37425
132	9.37425
133	9.3755
134	9.37425
135	9.37555
136	9.3743
137	9.37425
138	9.37425
139	9.37425
140	9.37425
141	9.37466
142	9.37425
143	9.37425
144	9.37471
145	9.37425
146	9.37425
147	9.37425
148	9.37563
149	9.37425
150	9.37981
151	9.3757
152	9.37597
153	9.37425
154	9.37611
155	9.37425
156	9.37425
157	9.37425
158	9.37425
159	9.3743
160	9.37425
161	9.37425
162	9.37519
163	9.37465
164	9.37425
165	9.37425
166	9.37425
167	9.37645
168	9.37489
169	9.37425
170	9.37425
171	9.37425
172	9.37425
173	9.37465
174	9.37552
175	9.37425
176	9.37425
177	9.37425
178	9.37425
179	9.37545
180	9.37425
181	9.37425
182	9.37425
183	9.37425
184	9.37425
185	9.37493
186	9.37425
187	9.37461
188	9.37425
189	9.37535
190	9.37431
191	9.37425
192	9.37425
193	9.37454
194	9.37425
195	9.37425
196	9.37461
197	9.37425
198	9.37425
199	9.37425
