0		1
0.1		0.971713
0.2		0.94238
0.3		0.912167
0.4		0.881262
0.5		0.849892
0.6		0.81814
0.7		0.786077
0.8		0.753922
0.9		0.721943
1		0.690533
1.1		0.659972
1.2		0.630395
1.3		0.601878
1.4		0.574532
1.5		0.548809
1.6		0.524528
1.7		0.501645
1.8		0.479912
1.9		0.45921
2		0.439604
2.1		0.421205
2.2		0.403656
2.3		0.386991
2.4		0.371265
2.5		0.356482
2.6		0.34243
2.7		0.329051
2.8		0.316408
2.9		0.30435
3		0.292928
3.1		0.282084
3.2		0.271475
3.3		0.261228
3.4		0.251437
3.5		0.241982
3.6		0.232982
3.7		0.22421
3.8		0.215767
3.9		0.207722
4		0.20002
4.1		0.192587
4.2		0.185413
4.3		0.178515
4.4		0.171926
4.5		0.165747
4.6		0.159829
4.7		0.154174
4.8		0.148726
4.9		0.143472
5		0.13839
