0.0838018		0.000538018
0.0834983		0.000434297
0.0834716		0.00030825
0.083479		0.000238881
0.083751		0.000334725
0.083762		0.000283108
0.0836932		0.000254628
0.0836221		0.00023557
0.0835406		0.000225906
0.0834496		0.00022366
0.0834267		0.000205454
0.0834814		0.000196727
0.0833753		0.000210783
0.0835257		0.000247244
0.0835141		0.000231563
0.083478		0.0002205
0.0834615		0.000208542
0.0834306		0.000199662
0.0835041		0.000203151
0.0835327		0.00019535
0.0835172		0.000186904
0.0835551		0.000182561
0.0835772		0.00017619
0.0835666		0.000169332
0.0835296		0.000166846
0.0835318		0.000160563
0.0835403		0.000154957
0.0835542		0.000150164
0.0836178		0.000158411
0.0835775		0.000158419
0.0835369		0.000158689
0.0835282		0.000154048
0.0835291		0.000149451
0.0835224		0.000145275
0.0835452		0.000143014
0.083499		0.000146582
0.0834776		0.000144255
0.083458		0.000141874
0.0834464		0.000138767
0.0834263		0.000136821
0.0834348		0.000133788
0.0834389		0.000130706
0.0834348		0.000127767
0.0834224		0.000125506
0.0834092		0.000123459
0.0833847		0.000123253
0.0833905		0.000120795
0.0833933		0.000118337
0.0834033		0.000116381
0.0833936		0.000114493
0.0833979		0.000112353
0.0833839		0.000111103
0.083367		0.00011033
0.0833907		0.000110864
0.0834022		0.000109481
0.0833859		0.000108773
0.0834037		0.00010834
0.0833993		0.000106575
0.0833938		0.000104932
0.0834035		0.000103654
0.0833957		0.000102267
0.0833884		0.000100892
0.0834056		0.000100788
0.0834162		9.97896e-05
0.0834016		9.93531e-05
0.0833988		9.78973e-05
0.083399		9.6447e-05
0.0833994		9.50401e-05
0.0833965		9.37191e-05
0.0833865		9.29246e-05
0.0833905		9.17114e-05
0.0833751		9.17439e-05
0.0833748		9.04964e-05
0.0833837		8.97315e-05
0.0834002		9.00714e-05
0.0834041		8.8979e-05
0.0833928		8.85544e-05
0.0833895		8.74909e-05
0.083389		8.63919e-05
0.0833747		8.6507e-05
0.0833692		8.56188e-05
0.0833722		8.46317e-05
0.0833663		8.3822e-05
0.0833714		8.2984e-05
0.0833833		8.28836e-05
0.0833755		8.22961e-05
0.0833924		8.30835e-05
0.0834067		8.33877e-05
0.0834106		8.25456e-05
0.0834047		8.18483e-05
0.083418		8.2041e-05
0.0834014		8.2837e-05
0.0834001		8.19608e-05
0.0833944		8.12942e-05
0.0833962		8.04643e-05
0.0834068		8.03272e-05
0.0834116		7.96483e-05
0.0834091		7.88798e-05
0.0834056		7.8165e-05
