0		-nan
1		0.0049505
1.4143		0.00702412
1.7302		0.00859915
2.00066		0.00995653
2.23601		0.0111216
2.44885		0.0121968
2.64487		0.0131712
2.82492		0.0140542
3.00198		0.0149397
3.16234		0.0157556
3.31408		0.0165131
3.46221		0.0172505
3.60439		0.0179512
3.74511		0.0186518
3.87167		0.0192828
3.99695		0.019917
4.12467		0.0205248
4.24304		0.0210865
4.35789		0.0217468
4.47074		0.0222632
4.58098		0.0228454
4.68986		0.0233708
4.79841		0.0239107
4.89763		0.0244057
5.00081		0.0249052
5.10137		0.0253991
5.20081		0.0259243
5.289		0.0263351
5.38629		0.0268383
5.47909		0.0272793
5.5755		0.0277668
5.65366		0.0281294
5.73856		0.0286015
5.83283		0.0291037
5.917		0.0294426
5.99919		0.0298944
6.08596		0.0302885
6.15435		0.0306865
6.24271		0.031099
6.31988		0.0314962
6.40257		0.0318635
6.48121		0.0323203
6.55808		0.0327221
6.63253		0.0330366
6.70839		0.033395
6.78963		0.0338334
6.85942		0.0342253
6.92086		0.0344693
6.99761		0.0348705
7.06306		0.0351694
7.13764		0.0355847
7.21133		0.0360079
7.28494		0.0363686
7.34204		0.0365456
7.41692		0.0369488
7.48387		0.0372508
7.55388		0.0376798
7.6082		0.0378969
7.67645		0.0382179
7.7453		0.0385777
7.81187		0.0389557
7.86674		0.0391603
7.93683		0.0395573
7.99619		0.0398552
8.06098		0.0402661
8.12568		0.0405146
8.19064		0.0407314
8.24407		0.0411281
8.30457		0.0413562
8.37073		0.0416847
8.42708		0.0420075
8.48465		0.042284
8.54685		0.0426295
8.59696		0.0428356
8.66303		0.0431924
8.71818		0.0434236
8.77043		0.0437212
8.82682		0.0440477
8.88182		0.0442701
8.95432		0.0446397
9.00803		0.0449111
9.05142		0.0451424
9.10854		0.0453613
9.1689		0.0457118
9.22173		0.045977
9.26911		0.0462551
9.32164		0.0464478
9.3841		0.046779
9.43305		0.0470579
9.48586		0.0472312
9.54464		0.0475801
9.58461		0.0477692
9.64191		0.0479981
9.69993		0.0484627
9.74616		0.048573
9.78668		0.0487034
9.84167		0.0489765
9.89788		0.0493044
9.95314		0.0496112
