5.09723		0.143673
5.10606		0.0834188
5.11306		0.0593997
5.11849		0.0463303
5.10062		0.0418397
5.06666		0.0490265
5.06626		0.04246
5.04351		0.0438163
5.03724		0.03969
5.04523		0.0367793
5.04419		0.0335908
5.03964		0.0312315
5.02805		0.0311516
5.02264		0.0295015
5.01626		0.0283241
5.00833		0.0277603
5.0087		0.0261752
5.00629		0.024876
5.0024		0.0239182
4.99974		0.0229064
5.01186		0.0249791
5.00743		0.0242762
5.00864		0.0232744
5.00866		0.022324
5.01062		0.0215377
5.0073		0.0209883
5.00862		0.020268
5.01058		0.0196545
5.00831		0.0191233
5.01094		0.0186815
5.01431		0.0184003
5.01377		0.0178422
5.01565		0.0174108
5.01201		0.0172936
5.01188		0.0168068
5.01272		0.0163678
5.01249		0.0159328
5.01468		0.0156728
5.01094		0.0157272
5.01125		0.0153418
5.01065		0.0149842
5.00895		0.0147301
5.01182		0.0146756
5.01179		0.0143458
5.01068		0.0140742
5.01157		0.0137999
5.01331		0.0136213
5.01358		0.0133432
5.01098		0.0133293
5.00934		0.0131682
5.00866		0.0129302
5.01088		0.0128752
5.00793		0.0129741
5.00504		0.0130584
5.00811		0.0131857
5.00644		0.0130602
5.00715		0.0128525
5.00868		0.0127257
5.01173		0.0128785
5.01141		0.0126698
5.01221		0.0124895
5.01229		0.0122899
5.01136		0.0121323
5.00854		0.0122714
5.00636		0.0122799
5.00412		0.0123007
5.00373		0.0121249
5.00468		0.0119856
5.00282		0.0119588
5.00128		0.0118895
4.9991		0.0119229
4.99938		0.0117617
4.9966		0.0119289
4.99464		0.011931
4.99214		0.012036
4.99321		0.0119269
4.99425		0.0118182
4.99475		0.0116787
4.99517		0.0115391
4.99307		0.0115875
4.99696		0.0120891
4.99776		0.0119691
4.99619		0.0119287
4.99647		0.0117908
4.9958		0.011672
4.99506		0.0115608
4.99373		0.0115066
4.99437		0.011395
4.99355		0.0112979
4.99484		0.0112472
4.99449		0.0111298
4.99713		0.0113219
4.99594		0.0112638
4.99583		0.0111452
4.99572		0.011029
4.99586		0.0109157
4.99629		0.0108121
4.99825		0.0108802
4.99999		0.0109115
