0.7	0.5	-0.288742	0.00182135
0.7	0.51	-0.31519	0.00188282
0.7	0.52	-0.332506	0.00162368
0.7	0.53	-0.349075	0.00150386
0.7	0.54	-0.365057	0.00139137
0.7	0.55	-0.375846	0.00106315
0.7	0.56	-0.384116	0.00106068
0.7	0.57	-0.393616	0.00100812
0.7	0.58	-0.399125	0.000881684
0.7	0.59	-0.403491	0.000813553
0.7	0.6	-0.406879	0.000847003
0.7	0.61	-0.409353	0.000857428
0.7	0.62	-0.409035	0.000822533
0.7	0.63	-0.40925	0.00080428
0.7	0.64	-0.408527	0.000853688
0.7	0.65	-0.406934	0.000899027
0.7	0.66	-0.404864	0.000912328
0.7	0.67	-0.401932	0.000956908
0.7	0.68	-0.397972	0.0010863
0.7	0.69	-0.395142	0.00123619
0.7	0.7	-0.389875	0.00132289
0.7	0.71	-0.385591	0.00119175
0.7	0.72	-0.378896	0.00145188
0.7	0.73	-0.373195	0.00133162
0.7	0.74	-0.366986	0.0014626
0.71	0.5	-0.293826	0.00208863
0.71	0.51	-0.317305	0.00164505
0.71	0.52	-0.338732	0.00173176
0.71	0.53	-0.356471	0.00136061
0.71	0.54	-0.369506	0.00131584
0.71	0.55	-0.380911	0.00132051
0.71	0.56	-0.390582	0.00101101
0.71	0.57	-0.399077	0.00091449
0.71	0.58	-0.404497	0.000911225
0.71	0.59	-0.409735	0.000855129
0.71	0.6	-0.412786	0.000798977
0.71	0.61	-0.414879	0.000823141
0.71	0.62	-0.415586	0.000728787
0.71	0.63	-0.415553	0.000766392
0.71	0.64	-0.414424	0.000854933
0.71	0.65	-0.412689	0.000854371
0.71	0.66	-0.410172	0.000934909
0.71	0.67	-0.40631	0.000977463
0.71	0.68	-0.403794	0.00103477
0.71	0.69	-0.397402	0.001312
0.71	0.7	-0.393076	0.00124222
0.71	0.71	-0.386507	0.00140228
0.71	0.72	-0.381276	0.00160598
0.71	0.73	-0.37677	0.00149139
0.71	0.74	-0.369641	0.00153622
0.72	0.5	-0.295451	0.00200893
0.72	0.51	-0.319307	0.00187597
0.72	0.52	-0.339492	0.00162157
0.72	0.53	-0.360813	0.00140909
0.72	0.54	-0.374351	0.00113963
0.72	0.55	-0.386837	0.00123827
0.72	0.56	-0.397277	0.00102777
0.72	0.57	-0.405225	0.000945671
0.72	0.58	-0.410208	0.000933644
0.72	0.59	-0.415683	0.00084367
0.72	0.6	-0.41838	0.000823162
0.72	0.61	-0.420126	0.000819992
0.72	0.62	-0.421358	0.000803481
0.72	0.63	-0.420387	0.00070277
0.72	0.64	-0.420084	0.000837986
0.72	0.65	-0.41802	0.000843469
0.72	0.66	-0.415745	0.000972091
0.72	0.67	-0.41232	0.00107562
0.72	0.68	-0.4064	0.00120977
0.72	0.69	-0.402075	0.00108061
0.72	0.7	-0.397563	0.00135348
0.72	0.71	-0.391318	0.0013903
0.72	0.72	-0.384545	0.00164609
0.72	0.73	-0.378171	0.00151316
0.72	0.74	-0.371681	0.0015332
0.73	0.5	-0.295307	0.00200312
0.73	0.51	-0.321885	0.00160696
0.73	0.52	-0.343153	0.00171839
0.73	0.53	-0.362735	0.00147199
0.73	0.54	-0.377781	0.00134255
0.73	0.55	-0.391749	0.00121419
0.73	0.56	-0.401497	0.000843216
0.73	0.57	-0.409809	0.00100823
0.73	0.58	-0.417241	0.000878658
0.73	0.59	-0.421093	0.000803838
0.73	0.6	-0.424254	0.000687949
0.73	0.61	-0.426476	0.000705024
0.73	0.62	-0.426162	0.000735633
0.73	0.63	-0.426935	0.000714882
0.73	0.64	-0.424501	0.000732102
0.73	0.65	-0.422009	0.000841197
0.73	0.66	-0.419055	0.000865256
0.73	0.67	-0.415663	0.00105171
0.73	0.68	-0.410863	0.00118967
0.73	0.69	-0.405597	0.00134233
0.73	0.7	-0.40187	0.00125418
0.73	0.71	-0.39422	0.00129521
0.73	0.72	-0.3857	0.00151954
0.73	0.73	-0.379703	0.00169157
0.73	0.74	-0.373985	0.00179798
0.74	0.5	-0.294171	0.00206556
0.74	0.51	-0.322261	0.00172941
0.74	0.52	-0.345846	0.00154097
0.74	0.53	-0.366046	0.00150668
0.74	0.54	-0.383175	0.00115665
0.74	0.55	-0.396449	0.00115587
0.74	0.56	-0.40599	0.00100536
0.74	0.57	-0.415202	0.00090533
0.74	0.58	-0.421408	0.000715711
0.74	0.59	-0.426188	0.000819813
0.74	0.6	-0.429318	0.000642957
0.74	0.61	-0.43047	0.000703188
0.74	0.62	-0.431413	0.000674729
0.74	0.63	-0.430201	0.000816742
0.74	0.64	-0.42835	0.000923743
0.74	0.65	-0.426326	0.000901128
0.74	0.66	-0.423196	0.00110079
0.74	0.67	-0.419153	0.0010595
0.74	0.68	-0.41379	0.0012246
0.74	0.69	-0.408435	0.00122314
0.74	0.7	-0.403159	0.00144903
0.74	0.71	-0.395599	0.00145516
0.74	0.72	-0.38909	0.00145314
0.74	0.73	-0.381798	0.00172941
0.74	0.74	-0.373164	0.00180103
0.75	0.5	-0.295571	0.00206038
0.75	0.51	-0.321206	0.0018679
0.75	0.52	-0.345575	0.00150658
0.75	0.53	-0.366553	0.00143076
0.75	0.54	-0.383634	0.00130053
0.75	0.55	-0.398272	0.00108563
0.75	0.56	-0.409807	0.000920266
0.75	0.57	-0.418066	0.000878604
0.75	0.58	-0.424202	0.000830807
0.75	0.59	-0.43024	0.000750075
0.75	0.6	-0.434317	0.000633634
0.75	0.61	-0.434844	0.000708615
0.75	0.62	-0.434406	0.000777498
0.75	0.63	-0.433294	0.000809364
0.75	0.64	-0.431556	0.000858842
0.75	0.65	-0.429301	0.000882362
0.75	0.66	-0.425521	0.000967902
0.75	0.67	-0.420182	0.00114949
0.75	0.68	-0.416416	0.00122867
0.75	0.69	-0.41172	0.00127279
0.75	0.7	-0.404541	0.00132157
0.75	0.71	-0.398673	0.00149361
0.75	0.72	-0.389859	0.00149967
0.75	0.73	-0.382521	0.00163542
0.75	0.74	-0.37308	0.00187081
0.76	0.5	-0.294588	0.00215091
0.76	0.51	-0.323098	0.00190786
0.76	0.52	-0.348482	0.00165115
0.76	0.53	-0.368817	0.00151253
0.76	0.54	-0.384791	0.00130573
0.76	0.55	-0.399877	0.00130519
0.76	0.56	-0.411643	0.00118094
0.76	0.57	-0.420874	0.000985923
0.76	0.58	-0.427997	0.000874792
0.76	0.59	-0.432552	0.000888564
0.76	0.6	-0.436604	0.00070869
0.76	0.61	-0.438069	0.00066151
0.76	0.62	-0.437977	0.000777179
0.76	0.63	-0.436391	0.000818594
0.76	0.64	-0.43393	0.000985605
0.76	0.65	-0.432433	0.00086204
0.76	0.66	-0.429341	0.000892617
0.76	0.67	-0.4233	0.00114045
0.76	0.68	-0.418447	0.00118272
0.76	0.69	-0.412535	0.00142565
0.76	0.7	-0.40565	0.00138137
0.76	0.71	-0.39677	0.00143359
0.76	0.72	-0.391239	0.00161294
0.76	0.73	-0.381487	0.00174121
0.76	0.74	-0.372556	0.00186242
0.77	0.5	-0.294677	0.00203445
0.77	0.51	-0.324038	0.00173625
0.77	0.52	-0.348801	0.00169966
0.77	0.53	-0.367652	0.00159097
0.77	0.54	-0.388052	0.0012558
0.77	0.55	-0.401547	0.00121675
0.77	0.56	-0.414292	0.00101677
0.77	0.57	-0.422792	0.00093842
0.77	0.58	-0.430324	0.000840857
0.77	0.59	-0.436556	0.00074824
0.77	0.6	-0.43899	0.000789224
0.77	0.61	-0.440219	0.000703553
0.77	0.62	-0.441057	0.000818805
0.77	0.63	-0.438904	0.000831799
0.77	0.64	-0.437494	0.000877539
0.77	0.65	-0.43285	0.00101461
0.77	0.66	-0.428895	0.00116776
0.77	0.67	-0.425256	0.00122411
0.77	0.68	-0.419993	0.00111759
0.77	0.69	-0.415164	0.00132377
0.77	0.7	-0.40768	0.00147233
0.77	0.71	-0.399194	0.00168844
0.77	0.72	-0.389844	0.00162423
0.77	0.73	-0.382739	0.00182859
0.77	0.74	-0.371631	0.00212384
0.78	0.5	-0.294633	0.00193836
0.78	0.51	-0.321596	0.00170315
0.78	0.52	-0.346312	0.00177906
0.78	0.53	-0.369875	0.0014167
0.78	0.54	-0.387366	0.00127254
0.78	0.55	-0.403285	0.00123271
0.78	0.56	-0.414641	0.00113319
0.78	0.57	-0.424828	0.000931168
0.78	0.58	-0.431626	0.000886651
0.78	0.59	-0.436403	0.00074518
0.78	0.6	-0.440132	0.00087078
0.78	0.61	-0.441988	0.00084759
0.78	0.62	-0.442448	0.000764986
0.78	0.63	-0.440941	0.000846536
0.78	0.64	-0.439253	0.000941612
0.78	0.65	-0.435924	0.000972638
0.78	0.66	-0.430719	0.00114251
0.78	0.67	-0.426507	0.00121724
0.78	0.68	-0.419463	0.0012827
0.78	0.69	-0.413018	0.00142163
0.78	0.7	-0.406222	0.00145894
0.78	0.71	-0.399141	0.00160697
0.78	0.72	-0.388962	0.00176202
0.78	0.73	-0.382268	0.00181889
0.78	0.74	-0.369955	0.00229038
0.79	0.5	-0.293176	0.00170086
0.79	0.51	-0.322495	0.00186272
0.79	0.52	-0.347206	0.00174829
0.79	0.53	-0.371204	0.00142594
0.79	0.54	-0.387904	0.00135406
0.79	0.55	-0.403881	0.00123961
0.79	0.56	-0.415451	0.00110819
0.79	0.57	-0.425137	0.000985732
0.79	0.58	-0.432303	0.000863231
0.79	0.59	-0.438973	0.000817193
0.79	0.6	-0.440674	0.0006567
0.79	0.61	-0.442935	0.000734022
0.79	0.62	-0.443482	0.0007105
0.79	0.63	-0.442851	0.000927427
0.79	0.64	-0.440887	0.00104715
0.79	0.65	-0.436526	0.00102527
0.79	0.66	-0.431124	0.00120574
0.79	0.67	-0.426723	0.00140121
0.79	0.68	-0.420294	0.00134083
0.79	0.69	-0.412248	0.00141772
0.79	0.7	-0.404535	0.00158127
0.79	0.71	-0.399294	0.00167262
0.79	0.72	-0.38912	0.00169974
0.79	0.73	-0.378233	0.00203246
0.79	0.74	-0.368624	0.00221345
0.8	0.5	-0.290852	0.00206396
0.8	0.51	-0.321186	0.00176426
0.8	0.52	-0.346839	0.00171947
0.8	0.53	-0.367747	0.00163831
0.8	0.54	-0.387071	0.0014476
0.8	0.55	-0.404301	0.00123375
0.8	0.56	-0.415536	0.00106812
0.8	0.57	-0.426014	0.000930998
0.8	0.58	-0.432495	0.000827592
0.8	0.59	-0.438332	0.000806437
0.8	0.6	-0.442851	0.000787093
0.8	0.61	-0.44409	0.00077967
0.8	0.62	-0.443203	0.000764818
0.8	0.63	-0.442346	0.000786652
0.8	0.64	-0.44015	0.000910764
0.8	0.65	-0.436512	0.00112144
0.8	0.66	-0.430405	0.00131324
0.8	0.67	-0.426818	0.00120889
0.8	0.68	-0.41902	0.00145938
0.8	0.69	-0.41212	0.00158029
0.8	0.7	-0.40452	0.00151516
0.8	0.71	-0.395512	0.00171532
0.8	0.72	-0.385326	0.00196279
0.8	0.73	-0.375309	0.00193928
0.8	0.74	-0.36449	0.00217982
0.81	0.5	-0.286212	0.00215174
0.81	0.51	-0.316355	0.00193609
0.81	0.52	-0.346046	0.00173321
0.81	0.53	-0.368563	0.00152351
0.81	0.54	-0.388083	0.00137972
0.81	0.55	-0.40155	0.00127502
0.81	0.56	-0.416279	0.000965955
0.81	0.57	-0.425077	0.00102656
0.81	0.58	-0.432925	0.000831917
0.81	0.59	-0.438174	0.000755372
0.81	0.6	-0.44156	0.000791355
0.81	0.61	-0.443803	0.00084256
0.81	0.62	-0.444075	0.000862288
0.81	0.63	-0.442985	0.000867555
0.81	0.64	-0.440799	0.000932796
0.81	0.65	-0.436208	0.00111684
0.81	0.66	-0.431457	0.00115507
0.81	0.67	-0.424097	0.001247
0.81	0.68	-0.41703	0.00141483
0.81	0.69	-0.409859	0.0015088
0.81	0.7	-0.402162	0.00163673
0.81	0.71	-0.392869	0.00179508
0.81	0.72	-0.383874	0.00178781
0.81	0.73	-0.370356	0.00201114
0.81	0.74	-0.360328	0.00224079
0.82	0.5	-0.283112	0.00208344
0.82	0.51	-0.312234	0.00185852
0.82	0.52	-0.338864	0.00171986
0.82	0.53	-0.363734	0.00158223
0.82	0.54	-0.382845	0.00149937
0.82	0.55	-0.399443	0.00110456
0.82	0.56	-0.413014	0.00111321
0.82	0.57	-0.42338	0.00100774
0.82	0.58	-0.430496	0.000947783
