0	37.0524
1	34.1578
2	31.8956
3	29.7814
4	27.9687
5	26.5373
6	25.1625
7	23.7426
8	22.4028
9	20.9927
10	19.4922
11	17.9355
12	16.7662
13	15.8953
14	15.1634
15	14.6124
16	14.2377
17	13.8594
18	13.3553
19	12.7833
20	12.1746
21	11.5027
22	11.0592
23	10.7456
24	10.5223
25	10.3469
26	10.2364
27	10.1268
28	10.0333
29	9.93379
30	9.80147
31	9.64101
32	9.47246
33	9.193
34	8.6628
35	8.09843
36	7.71192
37	7.53475
38	7.38496
39	7.26405
40	7.17592
41	7.08521
42	6.99941
43	6.92112
44	6.86705
45	6.82132
46	6.79454
47	6.75073
48	6.72178
49	6.70219
50	6.68176
51	6.63761
52	6.55949
53	6.41403
54	6.3141
55	6.29041
56	6.28558
57	6.28292
58	6.27968
59	6.27863
60	6.27637
61	6.26998
62	6.26278
63	6.26186
64	6.26393
65	6.26301
66	6.26249
67	6.2639
68	6.26158
69	6.26061
70	6.25753
71	6.24884
72	6.24098
73	6.2403
74	6.24095
75	6.2403
76	6.2403
77	6.2403
78	6.2403
79	6.2403
80	6.2403
81	6.2403
82	6.2403
83	6.2403
84	6.24213
85	6.24061
86	6.2403
87	6.2403
88	6.24296
89	6.2403
90	6.24056
91	6.2403
92	6.2403
93	6.2403
94	6.24431
95	6.24155
96	6.2403
97	6.2414
98	6.2403
99	6.2403
100	6.2403
101	6.2403
102	6.2403
103	6.2403
104	6.24385
105	6.2403
106	6.2403
107	6.2403
108	6.2403
109	6.2403
110	6.2403
111	6.2403
112	6.24386
113	6.2403
114	6.24155
115	6.2403
116	6.2403
117	6.2403
118	6.24118
119	6.2403
120	6.2403
121	6.2403
122	6.24117
123	6.2403
124	6.2403
125	6.2403
126	6.2403
127	6.24166
128	6.24239
129	6.2403
130	6.24294
131	6.2403
132	6.2403
133	6.24134
134	6.2403
135	6.24162
136	6.2405
137	6.2403
138	6.2403
139	6.2403
140	6.2403
141	6.24087
142	6.2403
143	6.2403
144	6.24139
145	6.2403
146	6.2403
147	6.2403
148	6.24243
149	6.2403
150	6.24729
151	6.24209
152	6.24213
153	6.2403
154	6.24326
155	6.2403
156	6.2403
157	6.2403
158	6.2403
159	6.24044
160	6.2403
161	6.2403
162	6.24165
163	6.24117
164	6.2403
165	6.2403
166	6.2403
167	6.24383
168	6.24094
169	6.2403
170	6.2403
171	6.2403
172	6.2403
173	6.2403
174	6.24237
175	6.2403
176	6.2403
177	6.2403
178	6.2403
179	6.24174
180	6.2403
181	6.2403
182	6.2403
183	6.2403
184	6.2403
185	6.24152
186	6.2403
187	6.24089
188	6.2403
189	6.24155
190	6.24031
191	6.2403
192	6.2403
193	6.24087
194	6.2403
195	6.2403
196	6.24055
197	6.2403
198	6.2403
199	6.2403
