-6.65473           0
-6.65396 0.000777539
-6.65061  0.00337903
-6.6583  0.00805994
-6.65102  0.00959632
-6.65032  0.00786632
-6.65113  0.00669794
-6.65201  0.00586664
-6.65135  0.00521622
-6.64985  0.00490005
-6.65102  0.00458506
-6.64933  0.00451574
-6.64868  0.00420507
-6.65131  0.00469881
-6.65165  0.00438772
-6.65133  0.00411701
-6.65016  0.00403773
-6.65058    0.003829
-6.65117  0.00367078
-6.65094  0.00349031
-6.65087  0.00332064
-6.65045  0.00319341
-6.65164  0.00327332
-6.65129  0.00315318
-6.65095  0.00304316
-6.65035  0.00298601
-6.65092   0.0029289
-6.65055  0.00284552
-6.65099  0.00277986
-6.6507   0.0027012
-6.65041  0.00262821
-6.65022  0.00255195
-6.65024  0.00247348
-6.65056  0.00242115
-6.65089  0.00237318
-6.65102  0.00231037
-6.65095  0.00224814
-6.65144  0.00224193
-6.65047  0.00238953
-6.65059  0.00233229
-6.65017  0.00231407
-6.6504  0.00227012
-6.65052  0.00221975
-6.64986  0.00226742
-6.64998   0.0022202
-6.64951  0.00222336
-6.65017  0.00227558
-6.64982  0.00225538
-6.64965  0.00221553
-6.64967  0.00217089
-6.64951    0.002134
-6.6499  0.00212842
-6.64981  0.00208975
-6.64966   0.0020567
-6.64979  0.00202367
-6.64937   0.0020327
-6.64958  0.00200848
-6.64965  0.00197482
-6.64934   0.0019669
-6.64947  0.00193833
-6.64925  0.00191869
-6.64943   0.0018963
-6.64955  0.00186936
-6.64949  0.00184071
-6.64961  0.00181591
-6.64968  0.00178954
-6.64943  0.00177965
-6.64941  0.00175338
-6.64963  0.00174154
-6.64963  0.00171649
-6.64947  0.00169929
-6.64973  0.00169522
-6.6498  0.00167324
-6.64963  0.00165924
-6.6495  0.00164205
-6.64968  0.00163066
-6.64954  0.00161576
-6.64949  0.00159559
-6.64952  0.00157553
-6.64952  0.00155571
-6.64934  0.00154699
-6.64925  0.00153056
-6.6494  0.00151931
-6.64959  0.00151271
-6.64973  0.00150185
-6.64949  0.00150301
-6.64941  0.00148832
-6.64932   0.0014738
-6.64942  0.00146085
-6.64947  0.00144538
-6.64959  0.00143419
-6.64942  0.00142857
-6.64937  0.00141413
-6.6493  0.00140061
-6.64931  0.00138582
-6.64939  0.00137388
-6.64947  0.00136154
-6.64918  0.00137746
-6.64947  0.00139307
-6.64948  0.00137915
