0.81161           0
0.810687  0.00092243
0.809025  0.00174522
0.814415  0.00552954
0.809567  0.00646902
0.809062  0.00530607
0.809558  0.00451182
0.81011  0.00394608
0.809719  0.00350194
0.808613  0.00332181
0.809368  0.00309818
0.808231  0.00304829
0.807844   0.0028306
0.809604  0.00315662
0.809781    0.002944
0.809519  0.00276635
0.808772  0.00270371
0.809051  0.00256434
0.809451   0.0024584
0.809283  0.00233835
0.809275  0.00222423
0.808967  0.00214295
0.809791   0.0022071
0.80953  0.00212919
0.809335  0.00205153
0.808941     0.00201
0.80931  0.00196884
0.809114  0.00190725
0.80936   0.0018567
0.809146   0.0018065
0.808957  0.00175741
0.808829  0.00170644
0.808838  0.00165395
0.809043  0.00161759
0.809243  0.00158333
0.809335  0.00154146
0.809305  0.00149951
0.809618  0.00149261
0.808994  0.00158208
0.809088  0.00154485
0.808788  0.00153615
0.808917  0.00150464
0.809036  0.00147409
0.808612  0.00150157
0.808698  0.00147033
0.808407  0.00146701
0.808864  0.00150624
0.808645  0.00149061
0.808547  0.00146318
0.808587  0.00143418
0.808487  0.00140935
0.808736  0.00140438
0.808666  0.00137942
0.808555  0.00135818
0.808644  0.00133622
0.808368  0.00134089
0.808522  0.00132618
0.808564  0.00130377
0.808363  0.00129712
0.808452  0.00127843
0.808316  0.00126463
0.808431  0.00124931
0.808507  0.00123166
0.808481  0.00121254
0.80854  0.00119522
0.808575  0.00117749
0.808412  0.00117117
0.808403  0.00115385
0.808555  0.00114715
0.808549  0.00113066
0.80845  0.00111903
0.808619  0.00111632
0.808672  0.00110218
0.808544  0.00109468
0.808444  0.00108463
0.80857  0.00107766
0.808482  0.00106722
0.808448  0.00105398
0.808465  0.00104069
0.808466   0.0010276
0.80835  0.00102151
0.808298  0.00101028
0.808387  0.00100198
0.808508 0.000997313
0.808592 0.000989149
0.808451 0.000987696
0.808402 0.000977538
0.808352  0.00096763
0.808443 0.000961014
0.808471 0.000950685
0.808556 0.000943995
0.808446 0.000940098
0.808415 0.000930446
0.808363 0.000922003
0.808365  0.00091225
0.808421 0.000904404
0.808477 0.000896775
0.808296 0.000905868
0.808481 0.000915606
0.808488 0.000906435
