-5.43732           0
-5.43792 0.000606106
-5.43707 0.000924874
-5.43668  0.00076015
-5.43667 0.000589023
-5.43673 0.000484801
-5.4368  0.00041566
-5.43685 0.000363509
-5.43677 0.000329857
-5.43693 0.000336311
-5.43697 0.000306924
-5.43698 0.000280388
-5.43691 0.000268225
-5.4369 0.000248475
-5.43698 0.000243505
-5.43705 0.000238576
-5.43701 0.000227766
-5.437 0.000214863
-5.437 0.000203262
-5.43701 0.000193725
-5.43696 0.000192859
-5.437 0.000189333
-5.43695 0.000187902
-5.437 0.000185169
-5.43695 0.000183176
-5.43694 0.000176695
-5.43695 0.000170761
-5.43688 0.000178541
-5.43695 0.000184321
-5.43698 0.000180821
-5.43698 0.000174914
-5.43698 0.000169363
-5.43698 0.000164232
-5.437 0.000160015
-5.43702 0.000157293
-5.43702 0.000152864
-5.437  0.00015086
-5.43701  0.00014807
-5.43698 0.000148249
-5.43696 0.000145496
-5.43699 0.000143908
-5.43703 0.000145579
-5.43696  0.00015552
-5.43694 0.000153886
-5.43694 0.000150427
-5.4369 0.000153141
-5.43688 0.000150821
-5.43685 0.000149717
-5.43683   0.0001486
-5.43679 0.000150029
-5.43678 0.000147453
-5.4368 0.000145292
-5.43681 0.000143511
-5.43682 0.000141149
-5.43683 0.000138638
-5.43681 0.000136801
-5.4368 0.000135181
-5.43681 0.000133104
-5.43679 0.000131881
-5.43679 0.000129677
-5.43678 0.000128281
-5.43679 0.000126669
-5.43679 0.000124646
-5.43677 0.000123599
-5.4368 0.000124734
-5.43682 0.000123992
-5.43681 0.000122134
-5.43681 0.000120391
-5.4368 0.000119033
-5.4368 0.000117406
-5.4368  0.00011594
-5.4368 0.000114371
-5.43679 0.000113285
-5.43681 0.000113796
-5.43683 0.000114274
-5.43683 0.000112895
-5.43682 0.000112034
-5.43682 0.000110653
-5.43682 0.000109294
-5.43682 0.000107973
-5.43681 0.000106797
-5.4368  0.00010608
-5.43682 0.000105969
-5.43682 0.000104859
-5.43684 0.000105184
-5.43682 0.000106924
-5.4368 0.000106748
-5.43679 0.000106145
-5.43676 0.000109877
-5.43677 0.000108929
-5.43676   0.0001082
-5.43675  0.00010712
-5.43674 0.000106182
-5.43676 0.000105717
-5.43676 0.000104736
-5.43676 0.000103641
-5.43675 0.000103277
-5.43674 0.000103135
-5.43674 0.000102381
-5.43675 0.000101399
